WorkPosition,Country,Question,Option
Business Analyst,Argentina,Question 8,option e
Business Analyst,Argentina,Question 9,option e
Business Analyst,Argentina,Question 10,option d
Business Analyst,Argentina,Question 11,option e
Business Analyst,Argentina,Question 12,option e
Business Analyst,Argentina,Question 13,option d
Business Analyst,Argentina,Question 14,option e
Business Analyst,Argentina,Question 15,option e
Business Analyst,Argentina,Question 16,option d
Business Analyst,Argentina,Question 17,option e
Business Analyst,Argentina,Question 18,option d
Business Analyst,Germany,Question 1,option e
Business Analyst,Germany,Question 2,option d
Business Analyst,Germany,Question 3,option e
Business Analyst,Germany,Question 4,option d
Business Analyst,Germany,Question 5,option e
Business Analyst,Germany,Question 6,option e
Business Analyst,Germany,Question 7,option d
Business Analyst,Germany,Question 8,option e
Business Analyst,Germany,Question 9,option e
Business Analyst,Germany,Question 10,option d
Business Analyst,Germany,Question 11,option e
Business Analyst,Germany,Question 12,option e
Business Analyst,Germany,Question 13,option d
Business Analyst,Germany,Question 14,option e
Business Analyst,Germany,Question 15,option e
Business Analyst,Germany,Question 16,option d
Business Analyst,Germany,Question 17,option e
Business Analyst,Germany,Question 18,option d
Business Analyst,Malta,Question 1,option e
Business Analyst,Malta,Question 2,option d
Business Analyst,Malta,Question 3,option e
Business Analyst,Malta,Question 4,option d
Business Analyst,Malta,Question 5,option e
Business Analyst,Malta,Question 6,option e
Business Analyst,Malta,Question 7,option d
Business Analyst,Malta,Question 8,option e
Business Analyst,Malta,Question 9,option e
Business Analyst,Malta,Question 10,option d
Business Analyst,Malta,Question 11,option e
Business Analyst,Malta,Question 12,option e
Business Analyst,Malta,Question 13,option d
Business Analyst,Malta,Question 14,option e
Business Analyst,Malta,Question 15,option e
Business Analyst,Malta,Question 16,option d
Business Analyst,Malta,Question 17,option e
Business Analyst,Malta,Question 18,option d
Business Analyst,United Kingdom,Question 1,option e
Business Analyst,United Kingdom,Question 2,option d
Business Analyst,United Kingdom,Question 3,option e
Business Analyst,United Kingdom,Question 4,option d
Business Analyst,United Kingdom,Question 5,option e
Business Analyst,United Kingdom,Question 6,option e
Business Analyst,United Kingdom,Question 7,option d
Business Analyst,United Kingdom,Question 8,option e
Business Analyst,United Kingdom,Question 9,option e
Business Analyst,United Kingdom,Question 10,option d
Business Analyst,United Kingdom,Question 11,option e
Business Analyst,United Kingdom,Question 12,option e
Business Analyst,United Kingdom,Question 13,option d
Business Analyst,United Kingdom,Question 14,option e
Business Analyst,United Kingdom,Question 15,option e
Business Analyst,United Kingdom,Question 16,option d
Business Analyst,United Kingdom,Question 17,option e
Business Analyst,United Kingdom,Question 18,option d
