WorkPosition,Country,Question,Option
Human Resources,United Kingdom,Question 10,option b
Human Resources,United Kingdom,Question 11,option a
Human Resources,United Kingdom,Question 12,option a
Human Resources,United Kingdom,Question 13,option b
Human Resources,United Kingdom,Question 14,option b
Human Resources,United Kingdom,Question 15,option b
Human Resources,United Kingdom,Question 16,option b
Human Resources,United Kingdom,Question 17,option a
Human Resources,United Kingdom,Question 18,option a
Human Resources,United Kingdom,Question 19,option a
Human Resources,United Kingdom,Question 20,option b
Business Analyst,Macedonia,Question 1,option a
Business Analyst,Macedonia,Question 2,option a
Business Analyst,Macedonia,Question 3,option a
Business Analyst,Macedonia,Question 4,option a
Business Analyst,Macedonia,Question 5,option a
Business Analyst,Macedonia,Question 6,option a
Business Analyst,Macedonia,Question 7,option a
Business Analyst,Macedonia,Question 8,option a
Business Analyst,Macedonia,Question 9,option a
Business Analyst,Macedonia,Question 10,option a
Business Analyst,Macedonia,Question 11,option a
Business Analyst,Macedonia,Question 12,option a
Business Analyst,Macedonia,Question 13,option a
Business Analyst,Macedonia,Question 14,option a
Business Analyst,Macedonia,Question 15,option a
Business Analyst,Macedonia,Question 16,option a
Business Analyst,Macedonia,Question 17,option a
Business Analyst,Macedonia,Question 18,option a
Business Analyst,Macedonia,Question 19,option a
Business Analyst,Macedonia,Question 20,option a
Business Analyst,Canada,Question 1,option a
Business Analyst,Canada,Question 2,option a
Business Analyst,Canada,Question 3,option b
Business Analyst,Canada,Question 4,option a
Business Analyst,Canada,Question 5,option b
Business Analyst,Canada,Question 6,option b
Business Analyst,Canada,Question 7,option b
Business Analyst,Canada,Question 8,option a
Business Analyst,Canada,Question 9,option b
Business Analyst,Canada,Question 10,option b
Business Analyst,Canada,Question 11,option a
Business Analyst,Canada,Question 12,option b
Business Analyst,Canada,Question 13,option b
Business Analyst,Canada,Question 14,option b
Business Analyst,Canada,Question 15,option a
Business Analyst,Canada,Question 16,option b
Business Analyst,Canada,Question 17,option a
Business Analyst,Canada,Question 18,option b
Business Analyst,Canada,Question 19,option a
Business Analyst,Canada,Question 20,option b
Business Analyst,Spain,Question 1,option a
Business Analyst,Spain,Question 2,option a
Business Analyst,Spain,Question 3,option a
Business Analyst,Spain,Question 4,option a
Business Analyst,Spain,Question 5,option a
Business Analyst,Spain,Question 6,option a
Business Analyst,Spain,Question 7,option a
Business Analyst,Spain,Question 8,option a
Business Analyst,Spain,Question 9,option a
Business Analyst,Spain,Question 10,option a
Business Analyst,Spain,Question 11,option a
Business Analyst,Spain,Question 12,option a
Business Analyst,Spain,Question 13,option a
Business Analyst,Spain,Question 14,option a
Business Analyst,Spain,Question 15,option a
Business Analyst,Spain,Question 16,option a
Business Analyst,Spain,Question 17,option a
Business Analyst,Spain,Question 18,option a
Business Analyst,Spain,Question 19,option a
Business Analyst,Spain,Question 20,option a
Business Analyst,Argentina,Question 1,option a
Business Analyst,Argentina,Question 2,option a
Business Analyst,Argentina,Question 3,option a
Business Analyst,Argentina,Question 4,option a
Business Analyst,Argentina,Question 5,option a
Business Analyst,Argentina,Question 6,option a
Business Analyst,Argentina,Question 7,option a
Business Analyst,Argentina,Question 8,option a
Business Analyst,Argentina,Question 9,option a
Business Analyst,Argentina,Question 10,option a
Business Analyst,Argentina,Question 11,option a
Business Analyst,Argentina,Question 12,option a
Business Analyst,Argentina,Question 13,option a
Business Analyst,Argentina,Question 14,option a
Business Analyst,Argentina,Question 15,option a
Business Analyst,Argentina,Question 16,option a
Business Analyst,Argentina,Question 17,option a
Business Analyst,Argentina,Question 18,option a
Business Analyst,Argentina,Question 19,option a
Business Analyst,Argentina,Question 20,option a
Business Analyst,Germany,Question 1,option a
Business Analyst,Germany,Question 2,option a
Business Analyst,Germany,Question 3,option b
Business Analyst,Germany,Question 4,option b
Business Analyst,Germany,Question 5,option a
Business Analyst,Germany,Question 6,option b
Business Analyst,Germany,Question 7,option b
Business Analyst,Germany,Question 8,option a
Business Analyst,Germany,Question 9,option b
Business Analyst,Germany,Question 10,option a
Business Analyst,Germany,Question 11,option a
Business Analyst,Germany,Question 12,option b
Business Analyst,Germany,Question 13,option b
Business Analyst,Germany,Question 14,option a
Business Analyst,Germany,Question 15,option b
Business Analyst,Germany,Question 16,option b
Business Analyst,Germany,Question 17,option a
Business Analyst,Germany,Question 18,option b
Business Analyst,Germany,Question 19,option a
Business Analyst,Germany,Question 20,option b
Business Analyst,Malta,Question 1,option a
Business Analyst,Malta,Question 2,option a
Business Analyst,Malta,Question 3,option a
Business Analyst,Malta,Question 4,option a
Business Analyst,Malta,Question 5,option a
Business Analyst,Malta,Question 6,option a
Business Analyst,Malta,Question 7,option a
Business Analyst,Malta,Question 8,option a
Business Analyst,Malta,Question 9,option a
Business Analyst,Malta,Question 10,option a
Business Analyst,Malta,Question 11,option a
Business Analyst,Malta,Question 12,option a
Business Analyst,Malta,Question 13,option a
Business Analyst,Malta,Question 14,option a
Business Analyst,Malta,Question 15,option a
Business Analyst,Malta,Question 16,option a
Business Analyst,Malta,Question 17,option a
Business Analyst,Malta,Question 18,option a
Business Analyst,Malta,Question 19,option a
Business Analyst,Malta,Question 20,option a
Business Analyst,United Kingdom,Question 1,option a
Business Analyst,United Kingdom,Question 2,option a
Business Analyst,United Kingdom,Question 3,option b
Business Analyst,United Kingdom,Question 4,option a
Business Analyst,United Kingdom,Question 5,option a
Business Analyst,United Kingdom,Question 6,option b
Business Analyst,United Kingdom,Question 7,option b
Business Analyst,United Kingdom,Question 8,option a
Business Analyst,United Kingdom,Question 9,option b
Business Analyst,United Kingdom,Question 10,option b
Business Analyst,United Kingdom,Question 11,option a
Business Analyst,United Kingdom,Question 12,option b
Business Analyst,United Kingdom,Question 13,option b
Business Analyst,United Kingdom,Question 14,option b
Business Analyst,United Kingdom,Question 15,option a
Business Analyst,United Kingdom,Question 16,option b
Business Analyst,United Kingdom,Question 17,option a
Business Analyst,United Kingdom,Question 18,option a
Business Analyst,United Kingdom,Question 19,option a
Business Analyst,United Kingdom,Question 20,option b
