WorkPosition,Country,Question,Option
Business Analyst,Canada,"Question 5,",option d
Business Analyst,Canada,"Question 6,",option d
Business Analyst,Canada,"Question 7,",option d
Business Analyst,Canada,"Question 8,",option d
Business Analyst,Canada,"Question 9,",option d
Business Analyst,Canada,"Question 10,",option c
Business Analyst,Canada,"Question 11,",option d
Business Analyst,Canada,"Question 12,",option d
Business Analyst,Canada,"Question 13,",option d
Business Analyst,Canada,"Question 14,",option d
Business Analyst,Canada,"Question 15,",option d
Business Analyst,Canada,"Question 16,",option d
Business Analyst,Canada,"Question 17,",option d
Business Analyst,Canada,"Question 18,",option d
Business Analyst,Spain,"Question 1,",option d
Business Analyst,Spain,"Question 2,",option d
Business Analyst,Spain,"Question 3,",option d
Business Analyst,Spain,"Question 4,",option d
Business Analyst,Spain,"Question 5,",option d
Business Analyst,Spain,"Question 6,",option d
Business Analyst,Spain,"Question 7,",option d
Business Analyst,Spain,"Question 8,",option d
Business Analyst,Spain,"Question 9,",option d
Business Analyst,Spain,"Question 10,",option d
Business Analyst,Spain,"Question 11,",option d
Business Analyst,Spain,"Question 12,",option d
Business Analyst,Spain,"Question 13,",option d
Business Analyst,Spain,"Question 14,",option d
Business Analyst,Spain,"Question 15,",option d
Business Analyst,Spain,"Question 16,",option d
Business Analyst,Spain,"Question 17,",option d
Business Analyst,Spain,"Question 18,",option d
Business Analyst,Argentina,"Question 1,",option d
Business Analyst,Argentina,"Question 2,",option d
Business Analyst,Argentina,"Question 3,",option d
Business Analyst,Argentina,"Question 4,",option c
Business Analyst,Argentina,"Question 5,",option d
Business Analyst,Argentina,"Question 6,",option c
Business Analyst,Argentina,"Question 7,",option c
Business Analyst,Argentina,"Question 8,",option d
Business Analyst,Argentina,"Question 9,",option d
Business Analyst,Argentina,"Question 10,",option c
Business Analyst,Argentina,"Question 11,",option d
Business Analyst,Argentina,"Question 12,",option d
Business Analyst,Argentina,"Question 13,",option c
Business Analyst,Argentina,"Question 14,",option d
Business Analyst,Argentina,"Question 15,",option d
Business Analyst,Argentina,"Question 16,",option c
Business Analyst,Argentina,"Question 17,",option d
Business Analyst,Argentina,"Question 18,",option d
Business Analyst,Germany,"Question 1,",option d
Business Analyst,Germany,"Question 2,",option d
Business Analyst,Germany,"Question 3,",option d
Business Analyst,Germany,"Question 4,",option d
Business Analyst,Germany,"Question 5,",option d
Business Analyst,Germany,"Question 6,",option c
Business Analyst,Germany,"Question 7,",option d
Business Analyst,Germany,"Question 8,",option d
Business Analyst,Germany,"Question 9,",option d
Business Analyst,Germany,"Question 10,",option c
Business Analyst,Germany,"Question 11,",option d
Business Analyst,Germany,"Question 12,",option d
Business Analyst,Germany,"Question 13,",option d
Business Analyst,Germany,"Question 14,",option d
Business Analyst,Germany,"Question 15,",option d
Business Analyst,Germany,"Question 16,",option d
Business Analyst,Germany,"Question 17,",option d
Business Analyst,Germany,"Question 18,",option d
Business Analyst,Malta,"Question 1,",option d
Business Analyst,Malta,"Question 2,",option d
Business Analyst,Malta,"Question 3,",option d
Business Analyst,Malta,"Question 4,",option d
Business Analyst,Malta,"Question 5,",option d
Business Analyst,Malta,"Question 6,",option c
Business Analyst,Malta,"Question 7,",option d
Business Analyst,Malta,"Question 8,",option d
Business Analyst,Malta,"Question 9,",option d
Business Analyst,Malta,"Question 10,",option c
Business Analyst,Malta,"Question 11,",option d
Business Analyst,Malta,"Question 12,",option d
Business Analyst,Malta,"Question 13,",option d
Business Analyst,Malta,"Question 14,",option d
Business Analyst,Malta,"Question 15,",option d
Business Analyst,Malta,"Question 16,",option d
Business Analyst,Malta,"Question 17,",option d
Business Analyst,Malta,"Question 18,",option d
Business Analyst,United Kingdom,"Question 1,",option d
Business Analyst,United Kingdom,"Question 2,",option d
Business Analyst,United Kingdom,"Question 3,",option d
Business Analyst,United Kingdom,"Question 4,",option d
Business Analyst,United Kingdom,"Question 5,",option d
Business Analyst,United Kingdom,"Question 6,",option d
Business Analyst,United Kingdom,"Question 7,",option d
Business Analyst,United Kingdom,"Question 8,",option d
Business Analyst,United Kingdom,"Question 9,",option d
Business Analyst,United Kingdom,"Question 10,",option c
Business Analyst,United Kingdom,"Question 11,",option d
Business Analyst,United Kingdom,"Question 12,",option d
Business Analyst,United Kingdom,"Question 13,",option d
Business Analyst,United Kingdom,"Question 14,",option d
Business Analyst,United Kingdom,"Question 15,",option d
Business Analyst,United Kingdom,"Question 16,",option d
Business Analyst,United Kingdom,"Question 17,",option d
Business Analyst,United Kingdom,"Question 18,",option d
